[2024-07-24 16:04:13] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0490, Current candle evolution: 0.18%
[2024-07-24 16:07:55] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:55] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:55] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:55] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:55] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:55] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:55] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:55] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:55] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:56] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.5000, Current candle evolution: -0.33%

[2024-07-24 16:07:56] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:56] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:56] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:56] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:56] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:56] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:56] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:56] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:57] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:07:57] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:57] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:57] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:57] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:57] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:57] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:57] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:57] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.0100, Current candle evolution: -0.33%

[2024-07-24 16:07:57] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:58] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:58] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:58] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:07:58] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:58] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:07:58] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:07:58] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:07:58] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:07:58] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:07:59] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:07:59] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:07:59] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:07:59] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.0100, Current candle evolution: -0.33%

[2024-07-24 16:07:59] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:07:59] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:07:59] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:07:59] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:07:59] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:00] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:08:00] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:00] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:00] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4893, Current candle evolution: -0.65%

[2024-07-24 16:08:00] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:08:00] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.0100, Current candle evolution: -0.33%

[2024-07-24 16:08:00] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:08:00] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:00] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:00] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:08:01] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:01] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:01] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3240, Current candle evolution: -0.21%

[2024-07-24 16:08:01] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:01] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:08:01] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:01] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:08:01] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:01] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:08:02] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:08:02] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:08:02] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:02] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:02] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.1900, Current candle evolution: -0.33%

[2024-07-24 16:08:02] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:02] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:02] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:02] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:03] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:03] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:03] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5402, Current candle evolution: -0.46%

[2024-07-24 16:08:03] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:08:03] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:08:03] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1204, Current candle evolution: -0.25%

[2024-07-24 16:08:03] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:03] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66063.5400, Current candle evolution: -0.31%

[2024-07-24 16:08:03] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:08:03] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:03] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:03] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:03] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:04] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:04] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:08:04] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:04] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.39%

[2024-07-24 16:08:04] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:08:04] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:08:04] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66063.5400, Current candle evolution: -0.31%

[2024-07-24 16:08:04] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:04] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:04] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3092, Current candle evolution: -0.74%

[2024-07-24 16:08:04] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1204, Current candle evolution: -0.25%

[2024-07-24 16:08:05] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:05] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:05] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:05] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:08:05] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:05] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:08:05] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:08:05] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:05] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:06] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:06] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:08:06] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:08:06] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:06] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66058.0100, Current candle evolution: -0.32%

[2024-07-24 16:08:06] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:06] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:06] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:07] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4894, Current candle evolution: -0.63%

[2024-07-24 16:08:07] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5401, Current candle evolution: -0.48%

[2024-07-24 16:08:07] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:07] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:07] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1272, Current candle evolution: -0.39%

[2024-07-24 16:08:07] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:07] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1204, Current candle evolution: -0.25%

[2024-07-24 16:08:07] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66058.0100, Current candle evolution: -0.32%

[2024-07-24 16:08:07] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:07] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3091, Current candle evolution: -0.77%

[2024-07-24 16:08:07] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:08] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:08] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3690, Current candle evolution: -0.38%

[2024-07-24 16:08:08] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:08] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:08] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:08] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4892, Current candle evolution: -0.67%

[2024-07-24 16:08:08] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:08] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:08:09] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5400, Current candle evolution: -0.50%

[2024-07-24 16:08:09] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:08:09] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9470, Current candle evolution: 0.42%

[2024-07-24 16:08:09] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:09] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66058.0100, Current candle evolution: -0.32%

[2024-07-24 16:08:09] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1204, Current candle evolution: -0.25%

[2024-07-24 16:08:09] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:08:09] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:09] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:10] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:10] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4891, Current candle evolution: -0.69%

[2024-07-24 16:08:10] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:08:10] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:10] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:10] AGLD/USDT (BINANCE:AGLDUSDT) Timeframe: 1m, Current price: 0.9460, Current candle evolution: 0.32%

[2024-07-24 16:08:10] UTK/USDT (BINANCE:UTKUSDT) Timeframe: 1m, Current price: 0.0488, Current candle evolution: -0.18%

[2024-07-24 16:08:10] BTC/USDT (BINANCE:BTCUSDT) Timeframe: 1m, Current price: 66054.5300, Current candle evolution: -0.33%

[2024-07-24 16:08:10] LTO/USDT (BINANCE:LTOUSDT) Timeframe: 1m, Current price: 0.1205, Current candle evolution: -0.17%

[2024-07-24 16:08:10] W/USDT (BINANCE:WUSDT) Timeframe: 1m, Current price: 0.3090, Current candle evolution: -0.80%

[2024-07-24 16:08:11] KNC/USDT (BINANCE:KNCUSDT) Timeframe: 1m, Current price: 0.5398, Current candle evolution: -0.53%

[2024-07-24 16:08:11] AERGO/USDT (BINANCE:AERGOUSDT) Timeframe: 1m, Current price: 0.0981, Current candle evolution: -0.30%

[2024-07-24 16:08:11] DIA/USDT (BINANCE:DIAUSDT) Timeframe: 1m, Current price: 0.3691, Current candle evolution: -0.35%

[2024-07-24 16:08:11] RAY/USDT (BINANCE:RAYUSDT) Timeframe: 1m, Current price: 2.3250, Current candle evolution: -0.17%

[2024-07-24 16:08:11] CAKE/USDT (BINANCE:CAKEUSDT) Timeframe: 1m, Current price: 1.9820, Current candle evolution: -0.40%

[2024-07-24 16:08:11] SLP/USDT (BINANCE:SLPUSDT) Timeframe: 1m, Current price: 0.0031, Current candle evolution: -0.42%

[2024-07-24 16:08:11] VANRY/USDT (BINANCE:VANRYUSDT) Timeframe: 1m, Current price: 0.1271, Current candle evolution: -0.47%

[2024-07-24 16:08:11] ASTR/USDT (BINANCE:ASTRUSDT) Timeframe: 1m, Current price: 0.0740, Current candle evolution: -0.27%

[2024-07-24 16:08:11] MAGIC/USDT (BINANCE:MAGICUSDT) Timeframe: 1m, Current price: 0.4891, Current candle evolution: -0.69%

